FIPS,STATE,date_announced,date_effective,date_lift,date_reopen,ban_days,days_since_order,days_since_reopen,ann_to_eff
1057,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1059,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1061,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1063,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1065,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1067,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1069,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1071,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1073,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1075,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1077,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1079,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1081,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1083,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1085,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1087,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1089,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1091,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1093,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1095,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1097,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1099,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1101,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1103,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1105,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1107,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1109,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1111,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1113,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1115,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1117,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1119,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1121,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1123,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1125,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1127,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1129,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1131,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
1133,ALABAMA,2020-04-03,2020-04-04,2020-04-30,2020-04-30,26,40,14,1
2013,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2016,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2020,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2050,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2060,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2068,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2070,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2090,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2100,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2105,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2110,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2122,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2130,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2150,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2158,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2164,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2170,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2180,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2185,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2188,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2195,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2198,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2220,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2230,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2240,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2261,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2275,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2282,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
2290,ALASKA,2020-03-27,2020-03-28,2020-04-21,2020-04-24,24,47,20,1
4001,ARIZONA,2020-03-30,2020-03-31,2020-05-16,2020-05-16,46,44,-2,1
4003,ARIZONA,2020-03-30,2020-03-31,2020-05-16,2020-05-16,46,44,-2,1
4005,ARIZONA,2020-03-30,2020-03-31,2020-05-16,2020-05-16,46,44,-2,1
4007,ARIZONA,2020-03-30,2020-03-31,2020-05-16,2020-05-16,46,44,-2,1
4009,ARIZONA,2020-03-30,2020-03-31,2020-05-16,2020-05-16,46,44,-2,1
4011,ARIZONA,2020-03-30,2020-03-31,2020-05-16,2020-05-16,46,44,-2,1
4012,ARIZONA,2020-03-30,2020-03-31,2020-05-16,2020-05-16,46,44,-2,1
4013,ARIZONA,2020-03-30,2020-03-31,2020-05-16,2020-05-16,46,44,-2,1
4015,ARIZONA,2020-03-30,2020-03-31,2020-05-16,2020-05-16,46,44,-2,1
4017,ARIZONA,2020-03-30,2020-03-31,2020-05-16,2020-05-16,46,44,-2,1
4019,ARIZONA,2020-03-30,2020-03-31,2020-05-16,2020-05-16,46,44,-2,1
4021,ARIZONA,2020-03-30,2020-03-31,2020-05-16,2020-05-16,46,44,-2,1
4023,ARIZONA,2020-03-30,2020-03-31,2020-05-16,2020-05-16,46,44,-2,1
4025,ARIZONA,2020-03-30,2020-03-31,2020-05-16,2020-05-16,46,44,-2,1
4027,ARIZONA,2020-03-30,2020-03-31,2020-05-16,2020-05-16,46,44,-2,1
5001,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5003,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5005,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5007,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5009,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5011,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5013,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5015,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5017,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5019,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5021,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5023,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5025,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5027,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5029,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5031,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5033,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5035,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5037,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5039,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5041,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5043,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5045,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5047,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5049,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5051,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5053,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5055,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5057,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5059,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5061,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5063,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5065,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5067,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5069,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5071,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5073,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5075,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5077,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5079,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5081,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5083,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5085,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5087,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5089,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5091,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5093,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5095,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5097,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5099,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5101,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5103,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5105,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5107,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5109,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5111,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5113,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5115,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5117,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5119,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5121,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5123,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5125,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5127,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5129,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5131,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5133,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5135,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5137,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5139,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5141,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5143,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5145,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5147,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
5149,ARKANSAS,2020-05-14,2020-05-14,2020-05-14,2020-05-06,0,0,8,0
6001,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6003,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6005,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6007,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6009,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6011,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6013,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6015,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6017,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6019,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6021,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6023,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6025,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6027,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6029,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6031,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6033,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6035,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6037,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6039,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6041,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6043,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6045,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6047,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6049,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6051,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6053,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6055,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6057,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6059,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6061,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6063,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6065,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6067,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6069,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6071,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6073,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6075,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6077,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6079,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6081,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6083,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6085,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6087,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6089,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6091,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6093,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6095,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6097,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6099,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6101,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6103,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6105,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6107,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6109,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6111,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6113,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
6115,CALIFORNIA,2020-03-19,2020-03-19,2020-07-31,2020-05-08,134,56,6,0
8001,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8003,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8005,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8007,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8009,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8011,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8013,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8014,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8015,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8017,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8019,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8021,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8023,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8025,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8027,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8029,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8031,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8033,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8035,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8037,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8039,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8041,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8043,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8045,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8047,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8049,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8051,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8053,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8055,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8057,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8059,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8061,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8063,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8065,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8067,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8069,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8071,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8073,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8075,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8077,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8079,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8081,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8083,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8085,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8087,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8089,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8091,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8093,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8095,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8097,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8099,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8101,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8103,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8105,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
8107,COLORADO,2020-03-26,2020-03-26,2020-04-26,2020-04-27,31,49,17,0
